Date,PM2.5
2017/2/23,76
2017/2/24,110
2017/2/25,54
2017/2/26,97
2017/2/27,125
2017/2/28,102
2017/3/1,92
2017/3/2,76
2017/3/3,79
2017/3/4,48
2017/3/5,64
2017/3/6,85
2017/3/7,83
2017/3/8,70
2017/3/9,69
2017/3/10,44
2017/3/11,61
2017/3/12,45
2017/3/13,48
2017/3/14,46
2017/3/15,40
2017/3/16,73
2017/3/17,74
2017/3/18,39
2017/3/19,51
2017/3/20,54
2017/3/21,53
2017/3/22,73
2017/3/23,50
2017/3/24,46
2017/3/25,78
2017/3/26,63
2017/3/27,70
2017/3/28,58
2017/3/29,68
2017/3/30,62
2017/3/31,42
2017/1/1,96
